ejercicio,ordencompra,fecha,importe,proveedor,dependencia,expediente
2024,5749,27-08-2024,950000.0,ZAMORA ROBERTO ADRIAN,DIRECCION DE TURISMO,Suministro 5289/2024
2024,5770,27-08-2024,168000.0,AQUALIFE,SUBSECRETARIA DE DESARROLLO SOCIAL Y TERRITORIAL,Suministro 5902/2024
2024,1472,13-03-2024,8985500.0,DAMIANI SOCIEDAD ANONIMA,DEPARTAMENTO INGENIERIA DE TRANSITO,Suministro 348/2024
2024,2192,10-04-2024,163200.0,ZAPATILANDIA,HOGAR DE NIÑOS Y NIÑAS PEUMAYEN,Suministro 1993/2024
2024,2457,24-04-2024,28665.0,PRETI,CASA DE ABRIGO,Suministro 2330/2024
2024,81,15-01-2024,2210169.81,AÑOS LUZ,INSTITUTO DEL DEPORTE,Suministro 70/2024
2024,2613,30-04-2024,461086.4,LA MOLIENDA,INSTITUTO CULTURAL MUNICIPAL,Suministro 2889/2024
2024,2618,30-04-2024,90000.0,GIAMBARTOLOMEI LUIS CARLOS,H.C.D.,Suministro 2110/2024
2024,1327,06-03-2024,16541.74,PROMAR S.R. L,INSTITUTO DEL DEPORTE,Suministro 1369/2024
2024,1328,06-03-2024,18885.99,SANITARIOS BAHIA,INSTITUTO DEL DEPORTE,Suministro 1369/2024
2024,2591,30-04-2024,772200.0,MARTIRENA YESICA PAOLA,INSTITUTO CULTURAL MUNICIPAL,Suministro 3042/2024
2024,2597,30-04-2024,14727344.0,BAHIA COMUNICACIONES S.A.,OFIC PRESERVACION Y OPTIM DE LA CALIDAD AMBIENTAL,Suministro 2930/2024
2024,2599,30-04-2024,860000.0,SCHBIB NICOLAS,H.C.D.,Suministro 3093/2024
2024,2632,30-04-2024,23048937.0,COOPERATIVA DE TRABAJO LA PRIMERA DE INGENIERO WHITE,NO USAR-DELEGACION ING. WHITE,Suministro 3113/2024
2024,2654,30-04-2024,26919237.0,COOPERATIVA DE TRABAJO EL GALPON LIMITADA,DEP. DE LOGISTICA Y MANT. URBANO,Suministro 3140/2024
2024,5547,20-08-2024,192437.96,SANITARIOS BAHIA,PROGRAMA PSICOTERAPEUTICO CABALLO DE TROYA,Suministro 5156/2024
2024,5558,20-08-2024,430760.0,MH CARTELES,JEFATURA DE GABINETE Y GOBIERNO,Suministro 5817/2024
2024,2709,30-04-2024,894497.94,COOPERATIVA DE TRABAJO NOROESTE LIMITADA,BAHIA HUB- ESPACIO CESAR MILSTEIN,Suministro 3204/2024
2024,2715,30-04-2024,1579670.0,COOPERATIVA DE TRABAJO BAHIA GALA LIMITADA,TEATRO MUNICIPAL,Suministro 3205/2024
2024,2718,30-04-2024,6712800.0,COOPERATIVA DE TRABAJO CUIDARTE LIMITADA,SEC. DE SALUD,Suministro 3189/2024
2024,2728,30-04-2024,1131000.0,DELIEUTRAZ GISELE,SUBSECRETARIA DE GESTION Y ECON DE LA SALUD,Suministro 3045/2024
2024,2851,08-05-2024,213000.0,EL CHISPA,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 3005/2024
2024,3158,23-05-2024,983200.0,IMPRENTA MARQUEZ GARABANO,SUBSECRETARIA RELACIONES INSTITUCIONALES Y CULTO,Suministro 3345/2024
2024,3188,24-05-2024,207000.0,ASNES GABRIEL HORACIO,INTENDENCIA,Suministro 3824/2024
2024,3204,24-05-2024,258000.0,ASNES GABRIEL HORACIO,INTENDENCIA,Suministro 3822/2024
2024,3285,27-05-2024,198600.0,SALVATORI ANDRES,INTENDENCIA,Suministro 3961/2024
2024,3844,04-06-2024,3982890.0,SUPERMERCADO LA BANDERITA BAHIA S.A.,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 2899/2024
2024,3852,04-06-2024,125000.0,POLIET M,BROMATOLOGIA Y  PROTECC. SALUD,Suministro 2258/2024
2024,3901,04-06-2024,40000.0,PALMA CARTELES S.R.L.,TRIBUNAL DE FALTAS,Suministro 4176/2024
2024,4033,11-06-2024,642000.0,ASOCIACION CIVIL UNION DE MUSICOS DEL SUR,INSTITUTO CULTURAL MUNICIPAL,Suministro 4260/2024
2024,4179,19-06-2024,380000.0,SCARDACIONE PABLO NORBERTO,SUBSECRETARIA DE DESARROLLO PRODUCTIVO,Suministro 4645/2024
2024,6767,26-09-2024,1089443.51,CASA BERNABE SCA,DEP. DE LOGISTICA Y MANT. URBANO,Suministro 7122/2024
2024,6840,27-09-2024,213000.0,BVC ONLINE,"ADMINISTRACION DE REDES, DATOS Y TRANF DIGITAL",Suministro 7117/2024
2024,6889,27-09-2024,51723840.0,COOPERATIVA DE TRABAJO LIBERTAD LIMITADA,SEC. DE OBRAS Y SERVICIOS PUBLICOS,Suministro 7247/2024
2024,6902,27-09-2024,22524600.0,COOPERATIVA DE TRABAJO CUIDARTE LIMITADA,SEC. DE SALUD,Suministro 6972/2024
2024,4456,28-06-2024,6893766.0,COOPERATIVA DE TRABAJO LA PRIMERA DE INGENIERO WHITE,SUBSECRETARIA DE PROTECCION CIUDADANA,Suministro 4844/2024
2024,4799,17-07-2024,589548.0,HOLDING BAHIA,H.C.D.,Suministro 4134/2024
2024,4802,17-07-2024,450876.2,C3I S.A.,H.C.D.,Suministro 4134/2024
2024,4808,17-07-2024,1522000.0,GUALDESI HERMANOS SRL.,OFICINA DEPOSITO Y LOGISTICA,Suministro 3200/2024
2024,4811,17-07-2024,3048840.0,LA MOLIENDA,OFICINA DEPOSITO Y LOGISTICA,Suministro 3200/2024
2024,4815,17-07-2024,83744.0,COOPERATIVA ANGEL G BORLENGHI LTDA,SUBSECRETARIA DE MANTENIMIENTO,Suministro 5242/2024
2024,7461,21-10-2024,9742500.0,LUMIX ILUMINACION,DPTO. ALUMBRADO Y SEMAFORIZACION ESPACIOS PUBLICOS,Resolución 6565/2024
2024,7473,21-10-2024,909800.0,HARD.NET,"ADMINISTRACION DE REDES, DATOS Y TRANF DIGITAL",Suministro 7549/2024
2024,7474,21-10-2024,893739.0,C3I S.A.,"ADMINISTRACION DE REDES, DATOS Y TRANF DIGITAL",Suministro 7415/2024
2024,7475,21-10-2024,456634.9,KBYTE COMPUTACION,"ADMINISTRACION DE REDES, DATOS Y TRANF DIGITAL",Suministro 7415/2024
2024,8537,05-12-2024,436772.44,PINTURERIAS REX S.A.,NO USAR-DELEGACION CABILDO,Suministro 8401/2024
2024,4892,22-07-2024,90600.0,LA CASA DEL CARTUCHO - LUIS J. DREVNIAK MATERIALES ELECTRICOS,SEC. DE SALUD,Suministro 5176/2024
2024,4902,22-07-2024,674100.0,HOLDING BAHIA,DIR. OFICINA MPAL. DE INFOR AL CONSUMIDOR,Suministro 4997/2024
2024,4928,23-07-2024,507000.54,AÑOS LUZ,SUBSECRETARIA DE DESARROLLO SOCIAL Y TERRITORIAL,Suministro 5248/2024
2024,5012,29-07-2024,100000.0,MURIAS ANA ESTHER,H.C.D.,Suministro 5370/2024
2024,5018,29-07-2024,1500000.0,LA BRUJULA 24,H.C.D.,Suministro 5373/2024
2024,6839,27-09-2024,250000.0,LORENZI EDGARDO ENRIQUE,INSTITUTO CULTURAL MUNICIPAL,Suministro 7147/2024
2024,7019,30-09-2024,990000.0,MEDINA LEONEL MATIAS,COORD. PROGRAMA ENVION,Suministro 6821/2024
2024,7022,30-09-2024,80000.0,AQUALIFE,DEPARTAMENTO INSPECCIONES OBRAS VIALES Y SERVICIOS,Suministro 7251/2024
2024,1490,13-03-2024,705537.27,DISPROAL,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 432/2024
2024,2753,02-05-2024,43500.0,HND IMPRESIONES,NO USAR-DELEG. BAHIA BLANCA CENTRO,Suministro 2842/2024
2024,3939,06-06-2024,8358160.0,GUALDESI HERMANOS SRL.,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 2880/2024
2024,3967,06-06-2024,4978150.0,SUPERMERCADO LA BANDERITA BAHIA S.A.,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 2923/2024
2024,3968,06-06-2024,1579148.35,LA MOLIENDA,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 2929/2024
2024,6286,04-09-2024,1115000.0,RAS SOLUCIONES MECANICAS,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 6292/2024
2024,6287,04-09-2024,338400.0,AGENCIA VODA BAHIA BLANCA SRL.,DPTO. ADMINISTRATIVO DE TRANSITO,Suministro 6123/2024
2024,6306,04-09-2024,608000.0,EMBRAGUES ALESS,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 5011/2024
2024,6487,12-09-2024,824400.0,MH CARTELES,JEFATURA DE GABINETE Y GOBIERNO,Suministro 6612/2024
2024,1657,21-03-2024,1827100.0,GEMED S.R.L.,SEC. DE SALUD,Suministro 1999/2024
2024,1660,21-03-2024,2020831.0,BAHIA MUSIC CENTER,INSTITUTO CULTURAL MUNICIPAL,Suministro 2150/2024
2024,1662,21-03-2024,635600.0,LA MOLIENDA,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 387/2024
2024,6621,18-09-2024,4607500.0,RADIOGRAFICA AUSTRAL S.A.,SEC. DE SALUD,Suministro 6664/2024
2024,6639,19-09-2024,585000.0,IMPRENTA FIORE,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 5799/2024
2024,8513,05-12-2024,308590492.34,TALLERES B J IRRAZABAL S.A.,DEP. PROYECTOS Y OBRAS,Suministro 7196/2024
2024,8517,05-12-2024,897600.0,PRETI,HOGAR DE NIÑOS Y NIÑAS PEUMAYEN,Suministro 7384/2024
2024,8520,05-12-2024,57000.0,MH CARTELES,INSTITUTO CULTURAL MUNICIPAL,Suministro 8701/2024
2024,8533,05-12-2024,2083200.0,PRETI,HOGAR DEL ADOLESCENTE,Suministro 7394/2024
2024,8538,05-12-2024,443387.69,LA LIBRERIA,DEPARTAMENTO CEMENTERIO,Suministro 8435/2024
2024,8774,16-12-2024,7162959.13,GEOMAC S.A.,DEP. VIALIDAD,Suministro 6838/2024
2024,5889,29-08-2024,2021000.0,URRUTIA GEMINIANI SOFIA,DIVISION DESARROLLO SOCIAL,Suministro 6226/2024
2024,6405,10-09-2024,330330.0,STEWARD CAP SRL.,INSTITUTO CULTURAL MUNICIPAL,Suministro 6733/2024
2024,6422,10-09-2024,92000.0,JD REPUESTOS,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 6160/2024
2024,6431,10-09-2024,684503.52,POLINAM S.R.L.,SEC. DE OBRAS Y SERVICIOS PUBLICOS,Suministro 6039/2024
2024,7778,31-10-2024,4099200.0,COOPERATIVA DE TRABAJO DE TODOS LIMITADA,MERCADO MUNICIPAL,Resolución 7779/2024
2024,7791,01-11-2024,187140.0,MB GRUPO GASTRONOMICO,SUBSECRETARIA DE AMBIENTE,Suministro 7660/2024
2024,7792,01-11-2024,1200000.0,DROGUERIA GAVAZZA,SEC. DE SALUD,Suministro 7804/2024
2024,7252,09-10-2024,1391500.0,OLEOHIDRAULICA BUÑES,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 7332/2024
2024,7253,09-10-2024,2048000.0,CARLOS GASTINEL Y CIA SRL,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 7332/2024
2024,7278,09-10-2024,400000.0,LOS CHOPEN GRUPO DE ARTISTAS,INSTITUTO CULTURAL MUNICIPAL,Suministro 7445/2024
2024,8021,13-11-2024,90560.7,LA LIBRERIA,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 8032/2024
2024,324,31-01-2024,216000.0,ALARCON ANA LORENA,OFICINA DE COORDINACION NIDO,Suministro 327/2024
2024,340,31-01-2024,150000.0,RANDO PAULINA,SERV. LOC. PROM Y PROT.I.DER. NIÑOS Y ADOLES.,Suministro 445/2024
2024,2378,18-04-2024,1910000.0,MG PHARMACORP SRL.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 2662/2024
2024,1734,25-03-2024,50000.0,ARISTU HNOS,VETERINARIA Y ZOONOSIS,Suministro 1973/2024
2024,1736,25-03-2024,150000.0,BOTTA JOAQUIN,H.C.D.,Suministro 2067/2024
2024,1737,25-03-2024,900000.0,PRODU NUEVA S.A.,H.C.D.,Suministro 2052/2024
2024,1760,25-03-2024,911250.0,AGENCIA VODA BAHIA BLANCA SRL.,SEC. DE SALUD,Suministro 2030/2024
2024,8283,27-11-2024,6616999.96,CARLOS GASTINEL Y CIA SRL,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 7646/2024
2024,8299,27-11-2024,347400.0,NIVEL PARA LA CONSTRUCCION,SUBSECRETARIA DE HABITAT,Suministro 7129/2024
2024,693,23-02-2024,624000.0,LUMIX ILUMINACION,DEP. MANTENIMIENTO DE ALUMBRADO PUBLICO,Suministro 714/2024
2024,3996,07-06-2024,833333.33,ACQUA BAHIA BLANCA S.A.,INSTITUTO DEL DEPORTE,Suministro 4401/2024
2024,3999,07-06-2024,64790.0,LA ILUSION,DIRECCION GENERAL DE EDUCACION,Suministro 3598/2024
2024,1577,15-03-2024,92000.0,ASOCIACION CIVIL UNION DE MUSICOS DEL SUR,MUSEO DE ARTE CONTEMPORANEO,Suministro 1966/2024
2024,1849,27-03-2024,1580000.0,LUMIX ILUMINACION,DEP. MANTENIMIENTO DE ALUMBRADO PUBLICO,Suministro 1528/2024
2024,4012,10-06-2024,372869.4,PROMAR S.R. L,INSTITUTO DEL DEPORTE,Suministro 4328/2024
2024,4229,25-06-2024,1686817.5,AÑOS LUZ,DPTO. ALUMBRADO Y SEMAFORIZACION ESPACIOS PUBLICOS,Suministro 4540/2024
2024,6492,12-09-2024,165000.0,OFIMATICA,INSTITUTO CULTURAL MUNICIPAL,Suministro 6782/2024
2024,2855,08-05-2024,150000.0,INTEGRAL ABC CERRAJERIA,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2809/2024
2024,2856,08-05-2024,120000.0,PAMPIN MAURO MANUEL,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2809/2024
2024,3932,05-06-2024,710238.36,KBYTE COMPUTACION,NO USAR-DEPARTAMENTO CENTRO DE DISEÑO URBANO,Suministro 4129/2024
2024,4505,02-07-2024,1284450.0,LA MOLIENDA,ALMACEN DE COMPRAS,Suministro 4520/2024
2024,1891,27-03-2024,1934427.0,ECOBAHIA S.A.,SUBSECRETARIA RELACIONES INSTITUCIONALES Y CULTO,Suministro 2264/2024
2024,1902,27-03-2024,1174800.0,IMPRENTA MARQUEZ GARABANO,SUBSECRETARIA RELACIONES INSTITUCIONALES Y CULTO,Suministro 2221/2024
2024,2104,06-04-2024,36300.0,CONTROL SERVICE,"ADMINISTRACION DE REDES, DATOS Y TRANF DIGITAL",Suministro 2361/2024
2024,2433,23-04-2024,1969500.0,EQUIPO GEMICO S.A.,SEC. DE SALUD,Suministro 2818/2024
2024,3795,31-05-2024,917285.91,SEIJAS GABRIELA ANDREA,LILIANA ABIA DE CECI (EX CASA DEL NIÑO ING. WHITE),Suministro 3455/2024
2024,6710,24-09-2024,686108.91,CUATRO ESTACIONES B.B.,SEC. DE SALUD,Suministro 4944/2024
2024,7158,04-10-2024,1850000.0,EMBRAGUES LEMA,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 7184/2024
2024,4358,28-06-2024,484545.0,COOPERATIVA DE TRABAJO NOROESTE LIMITADA,"AGENCIA DE SEGURIDAD, EMERGENCIA Y RESP. INMED",Suministro 4755/2024
2024,4369,28-06-2024,5170503.0,GRUPO MARCO CONSTRUCCIONES S.R.L.,DEP. PROYECTOS Y OBRAS,Suministro 3242/2024
2024,4372,28-06-2024,1240000.0,CLAIR EDUARDO JOAQUIN,SUBSECRETARIA RELACIONES INSTITUCIONALES Y CULTO,Suministro 4375/2024
2024,4376,28-06-2024,1650000.0,CARRASCOSA LUCAS MARTIN,SUBSECRETARIA RELACIONES INSTITUCIONALES Y CULTO,Suministro 4270/2024
2024,4382,28-06-2024,46825179.0,COOPERATIVA DE TRABAJO EL GALPON LIMITADA,DEP. DE LOGISTICA Y MANT. URBANO,Suministro 4761/2024
2024,4389,28-06-2024,65362962.24,COOPERATIVA DE TRABAJO TIERRA DE PAZ LIMITADA,DEPARTAMENTO CEMENTERIO,Suministro 4764/2024
2024,4404,28-06-2024,11793600.0,COOPERATIVA DE TRABAJADORES UNIDOS LIMITADA,SUBSECRETARIA DE AMBIENTE,Suministro 4817/2024
2024,4407,28-06-2024,21554278.65,COOPERATIVA DE TRABAJADORES UNIDOS LIMITADA,DEPARTAMENTO CONSERVACION VIAL,Suministro 4833/2024
2024,44,10-01-2024,2156840.0,LA MOLIENDA,OFICINA DE COMPRAS,Suministro 18/2024
2024,2243,11-04-2024,70751.0,BACIC S.R.L.,"ADMINISTRACION DE REDES, DATOS Y TRANF DIGITAL",Suministro 2455/2024
2024,2796,06-05-2024,439778.43,KBYTE COMPUTACION,"ADMINISTRACION DE REDES, DATOS Y TRANF DIGITAL",Suministro 279/2024
2024,2799,06-05-2024,220389.28,DISPROAL,DIRECCION GENERAL DE EDUCACION,Suministro 2614/2024
2024,4001,07-06-2024,2089700.0,PEROTTI IGNACIO RENE DANILO,DIRECCION ADJUNTA DE ORDENAMIENTO FORESTAL URBANO,Suministro 4393/2024
2024,3422,29-05-2024,1114020.92,COOPERATIVA DE TRABAJO IL LAVORO LTDA,SUBSECRETARIA DE DESARROLLO PRODUCTIVO,Suministro 3960/2024
2024,3424,29-05-2024,1379770.05,AMAN LEONARDO DANIEL,BAHIA HUB- ESPACIO CESAR MILSTEIN,Suministro 4015/2024
2024,4931,24-07-2024,3443240.0,OPTICA MAS,SUBSECRETARIA DE GESTION Y ECON DE LA SALUD,Suministro 5057/2024
2024,4936,24-07-2024,1695736.0,C3I S.A.,SUBDIRECCION DE SISTEMAS E INFRAEST TECNOLOGICA,Suministro 5293/2024
2024,5131,31-07-2024,430000.0,MARTINEZ CINTIA IVANA,SERV. LOC. PROM Y PROT.I.DER. NIÑOS Y ADOLES.,Suministro 5137/2024
2024,5162,31-07-2024,366700.0,WAGNER GERMAN,INSTITUTO CULTURAL MUNICIPAL,Suministro 5455/2024
2024,5313,08-08-2024,544500.0,CONTROL LAB,SUBSECRETARIA DE AMBIENTE,Suministro 5257/2024
2024,5316,08-08-2024,336780.0,LIBRERIA DON BOSCO,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 5434/2024
2024,7039,30-09-2024,27619200.0,COOPERATIVA DE TRABAJO CUIDARTE LIMITADA,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 6892/2024
2024,8006,12-11-2024,100266.0,SANITARIOS BAHIA,SEC. DE SALUD,Suministro 7837/2024
2024,6103,30-08-2024,1757358.0,RODRIGUEZ ANTONIA INES,CASA DE ABRIGO II,Suministro 5606/2024
2024,6113,30-08-2024,1467662.0,SANDOVAL VALERIA ALEJANDRA,SUEÑO DE BARRILETE,Suministro 5678/2024
2024,2400,19-04-2024,118580.0,ECOBAHIA S.A.,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 2762/2024
2024,2717,30-04-2024,40276800.0,COOPERATIVA DE TRABAJO CUIDARTE LIMITADA,SEC. DE SALUD,Suministro 3187/2024
2024,2727,30-04-2024,20657225.0,COOPERATIVA DE TRABAJO 15 DE JULIO LIMITADA,SEC. DE SALUD,Suministro 3075/2024
2024,2755,02-05-2024,5200000.0,BAHIA AMBIENTAL SAPEM,NO USAR-DELEGACION CABILDO,Suministro 3241/2024
2024,2966,14-05-2024,344195.0,HIPERTEHUELCHE,SUBSECRETARIA DE DESARROLLO PRODUCTIVO,Suministro 1876/2024
2024,3147,23-05-2024,473187.56,HIDRAULICA BAHIA,DEP. ELECTRICIDAD Y MECANICA,Suministro 2797/2024
2024,3160,23-05-2024,1796000.0,HEIM MARIA DEL CARMEN,ALMACEN DE COMPRAS,Suministro 2592/2024
2024,3179,23-05-2024,4874420.15,GEOMAC S.A.,DEP. VIALIDAD,Suministro 2994/2024
2024,3537,31-05-2024,9832500.0,LA BRUJULA SERVICIOS PERIODISTICOS,INTENDENCIA,Suministro 3932/2024
2024,3538,31-05-2024,3174600.0,RADIO VORTERIX BAHIA 99.1,INTENDENCIA,Suministro 3993/2024
2024,3539,31-05-2024,29325000.0,DIARIO LA NUEVA PROVINCIA S.R.L.,INTENDENCIA,Suministro 4087/2024
2024,3548,31-05-2024,9720900.0,RADIO NORTE,INTENDENCIA,Suministro 3923/2024
2024,3634,31-05-2024,1000000.0,ASOCIACION CIVIL SIN FINES DE LUCRO PIEDRA LIBRE,SUBSECRETARIA DE AMBIENTE,Suministro 4168/2024
2024,3646,31-05-2024,1216800.0,MANTIÑAN GUERRA CARLA SOLEDAD,SEC. DE SALUD,Suministro 3810/2024
2024,3680,31-05-2024,732218.73,MAYER ROMINA ALEJANDRA,MAMAS CUIDADORAS,Suministro 3503/2024
2024,3682,31-05-2024,703125.0,RANDO PAULINA,SERV. LOC. PROM Y PROT.I.DER. NIÑOS Y ADOLES.,Suministro 3449/2024
2024,3735,31-05-2024,153400.0,PUCCI FRANCISCO DANIEL,DPTO. SALUD MENTAL Y ADICCIONES,Suministro 3651/2024
2024,3736,31-05-2024,1216800.0,SAVINI CAMILA CELESTE,SEC. DE SALUD,Suministro 3829/2024
2024,3748,31-05-2024,1131000.0,GOMEZ FERNANDO MARCELO,SUBSECRETARIA DE GESTION Y ECON DE LA SALUD,Suministro 4289/2024
2024,3753,31-05-2024,1216800.0,LEBED LUCIANA NOEMI,SEC. DE SALUD,Suministro 3868/2024
2024,3851,04-06-2024,18663532.72,VIGATA CONSTRUCCIONES S.A.,DEP. PROYECTOS Y OBRAS,Exp 427/2024
2024,3859,04-06-2024,822800.0,OLEOHIDRAULICA BUÑES,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 4039/2024
2024,3877,04-06-2024,739815.0,REPUESTOS TATO,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 2702/2024
2024,4176,19-06-2024,3193000.0,ALBAU INGENIERIA & SERVICIOS SRL.,DIRECCION ADJUNTA DE ORDENAMIENTO FORESTAL URBANO,Suministro 2451/2024
2024,4444,28-06-2024,2940357.0,COOPERATIVA DE TRABAJO LA PRIMERA DE INGENIERO WHITE,DIRECCION GENERAL DE EDUCACION,Suministro 4845/2024
2024,4536,03-07-2024,2117500.0,TRANSPORTE MAPA S.A.,OFICINA DEPOSITO Y LOGISTICA,Suministro 4812/2024
2024,4547,03-07-2024,1105102.04,CODIMAT S.A.,NO USAR-DELEGACION LAS VILLAS,Suministro 3090/2024
2024,4575,05-07-2024,66488516.7,CORREO OFICIAL DE LA REPUBLICA ARGENTINA S.A.,TRIBUNAL DE FALTAS,Suministro 4853/2024
2024,5021,29-07-2024,100000.0,RUBEN BERMAN PRODUCCIONES,H.C.D.,Suministro 5368/2024
2024,5058,30-07-2024,500000.0,VALIENTE MATILLA MAITE,"AGENCIA DE SALUD, DES SOCIAL, AMBIENTE Y HABITAT",Suministro 5324/2024
2024,5082,30-07-2024,300000.0,SEXTA DIMENSION,H.C.D.,Suministro 5341/2024
2024,5106,31-07-2024,100000.0,PROYECCION COMUNICACION INTEGRAL,H.C.D.,Suministro 5387/2024
2024,5125,31-07-2024,649507.0,HIDRAULICA BAHIA,NO USAR-DELEGACION NORTE,Suministro 5235/2024
2024,5239,05-08-2024,6106123.97,GEOMAC S.A.,DEP. VIALIDAD,Suministro 5018/2024
2024,5698,26-08-2024,428880.0,LA MOLIENDA,DIVISION DESARROLLO SOCIAL,Suministro 5945/2024
2024,5880,29-08-2024,1181062.0,ALARCON MUÑOZ KAREN GISELA,SISTEMA DE AMAS EXTERNAS,Suministro 5230/2024
2024,5892,29-08-2024,70337.0,DESCARTABLES BLANCO,INSTITUTO CULTURAL MUNICIPAL,Suministro 6134/2024
2024,5915,29-08-2024,2021000.0,DALGALARRONDO SOFIA LORENA,SERV. LOC. PROM Y PROT.I.DER. NIÑOS Y ADOLES.,Suministro 5691/2024
2024,5941,29-08-2024,1292500.0,RODRIGUEZ MAGALI,COORD. PROGRAMA ENVION,Suministro 5723/2024
2024,6017,30-08-2024,54000000.0,BAHIA AMBIENTAL SAPEM,TERMINAL OMNIBUS,Suministro 6321/2024
2024,6060,30-08-2024,1615672.0,NICOSIANO FIORELLA,COORD. PROGRAMA ENVION,Suministro 5718/2024
2024,6119,30-08-2024,2839292.0,ALARCON DIAZ ANGELICA DEL CARMEN,PEQUEÑOS HOGARES - HOGAR SUST.,Suministro 5231/2024
2024,6157,30-08-2024,1270880.0,FALAPPA ALEJANDRO CESAR,COORD. PROGRAMA ENVION,Suministro 5727/2024
2024,7121,02-10-2024,155200.0,COOPERATIVA ANGEL G BORLENGHI LTDA,MUSEO DE ARTE CONTEMPORANEO,Suministro 7371/2024
2024,7537,23-10-2024,3648453.62,PROVIN EQUIPOS Y SERVICIOS S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 6876/2024
2024,7541,23-10-2024,615000.0,PARABRISAS ZACCARA S.A.,DEPARTAMENTO TALLERES Y MAESTRANZA,Suministro 7474/2024
2024,7754,31-10-2024,520000.0,AQUALIFE,SUBCENTRO DE COMUNICACIONES,Suministro 7760/2024
2024,7775,31-10-2024,1075000.0,ROMERO MARIA VERONICA,CASA DE ABRIGO II,Suministro 7452/2024
2024,8073,19-11-2024,200000.0,SIRACO DISEÑO + IMPRESION,DIRECCION DE PERSONAS MAYORES,Suministro 7940/2024
2024,8139,20-11-2024,209654.37,CODIMAT S.A.,SUBSECRETARIA DE HABITAT,Suministro 7386/2024
2024,8183,22-11-2024,450000.0,FUNDAS DONADO,DIV. DE CONTROL Y ORDENAMIENTO URBANO,Suministro 7945/2024
2024,8208,25-11-2024,442817.0,HIPERTEHUELCHE,SUBSECRETARIA DE HABITAT,Suministro 6539/2024
2024,8212,25-11-2024,153974.76,CODIMAT S.A.,SUBSECRETARIA DE HABITAT,Suministro 7066/2024
2024,8213,25-11-2024,106356.0,HIPERTEHUELCHE,SUBSECRETARIA DE HABITAT,Suministro 7066/2024
2024,8223,25-11-2024,439450.0,NIVEL PARA LA CONSTRUCCION,SUBSECRETARIA DE HABITAT,Suministro 6816/2024
2024,8385,29-11-2024,262800.0,DAMIANI SOCIEDAD ANONIMA,DEP. ADMINISTRACION DE PERSONAL,Suministro 8257/2024
2024,8621,10-12-2024,2461540.0,VETERINARIA Y DISTRIBUIDORA LA RURAL,VETERINARIA Y ZOONOSIS,Suministro 7768/2024
2024,46,10-01-2024,20250690.0,ESTACION DE SERVICIO PILMAYQUEN,SUBSECRETARIA DE PROTECCION CIUDADANA,Suministro 223/2024
2024,8627,10-12-2024,8323585.96,JENCK S.A.,OFIC PRESERVACION Y OPTIM DE LA CALIDAD AMBIENTAL,Suministro 7356/2024
2024,8639,10-12-2024,2250000.0,ASOCIACION ALBORADA,OFICINA DEPOSITO Y LOGISTICA,Suministro 8129/2024
2024,8912,19-12-2024,1800000.0,PANADERIA LA NUEVA ESPIGA,SUBSECRETARIA DE DESARROLLO PRODUCTIVO,Suministro 8880/2024
2024,151,19-01-2024,1320000.0,PALMA CARTELES S.R.L.,SUBSECRETARIA DE MANTENIMIENTO,Suministro 127/2024
2024,328,31-01-2024,240000.0,AADI CAPIF ASOCIACION CIVIL RECAUDADORA,INSTITUTO DEL DEPORTE,Suministro 511/2024
2024,378,01-02-2024,913370.0,BALEANI EMILIANO ANDRES,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 97/2024
2024,451,08-02-2024,70000.0,HOLDING BAHIA,NO USAR-DEPARTAMENTO PLANEAMIENTO URBANO,Suministro 811/2024
